,night_lights,lst,ndvi,landsat0,landsat1,landsat2
2001,7.494159779023653,87.43080765428509,0.16827550121820398,4.271655110939454,3.8531851123050203,4.273392058323207
2002,7.588503533793506,71.79402708662441,0.15409256146010566,9.003891089161776,8.320102720491326,8.110198566914926
2003,7.081040438932263,78.85097619650348,0.16682444729001153,6.167722838679523,5.307230008186796,5.498512531505841
2004,7.384834833866661,86.88265385417748,0.18183789243480647,10.078404202084533,9.031753363791193,8.791774702664958
2005,7.102272360278382,79.31866899049342,0.1870560461856977,7.4923341106896375,6.524181936816661,6.747168190618251
2006,7.088267998293151,76.02234548423425,0.11093132949582876,6.995312501291152,6.055495719365353,5.813056410206366
2007,6.977508751596592,77.55028694976691,0.20139077058647487,12.422972141680741,11.198881599586779,10.994043276117717
2008,6.463021420453501,89.67114305343921,0.15895886068327983,14.635261897488983,13.82579756005511,12.028285689155807
2009,7.468706706579953,77.32245896215004,0.1696599757214758,6.743202447140595,5.798646451045805,6.18852894253987
2010,8.549884604443312,86.15945332850363,0.12322985793133721,9.557319305572236,8.59820361346374,8.47790241032993
2011,8.163430499325298,79.57834907715213,0.12514816007202406,6.576745867513801,5.457388732459579,5.702566759852024
2012,8.884852787987443,76.57556119199623,0.18701430569366365,5.528081542403414,4.494081385169234,4.967742330511879
